p,k,RMSE,MAE,MBE,R2
0.3,40,6.637134977963893,4.939228353673241,0.6530114596053858,0.4917449674137554
0.4,2,7.660363092364771,5.108780581250663,0.3856316012898489,0.3229525633324848
0.4,3,7.230237711386144,5.085360669792067,0.3761130830848317,0.3968497116034996
0.4,4,6.966285213128107,4.904188241487256,0.4912837546097681,0.4400839838271684
0.4,5,6.81162018029942,4.80480002161014,0.5136974598546982,0.4646704280576114
0.4,6,6.718522721627825,4.802332556107862,0.4337340971888857,0.4792036062108442
0.4,7,6.6282962329110955,4.807233486505927,0.4984620212749974,0.4930977635894763
0.4,8,6.569410968851443,4.77394735891979,0.5090163608902731,0.5020643162574194
0.4,9,6.531551887976583,4.764403655639032,0.561427910703748,0.5077869199311178
0.4,10,6.5572121167782935,4.7817877363961365,0.5761299413307006,0.5039118499534888
0.4,11,6.477004648498728,4.748724476452076,0.6456830368993196,0.5159738724816496
0.4,12,6.444775784899205,4.7290530357213685,0.6554851997979294,0.5207788099207751
0.4,13,6.412759120322383,4.695747679663278,0.6731493619827593,0.5255283787525911
0.4,14,6.413326541953037,4.699224999576663,0.698080389849588,0.5254444094760458
0.4,15,6.4340034739514795,4.7009809256869,0.6951468227667671,0.522379487892682
0.4,16,6.4393522191571515,4.698812509343314,0.7093302172293401,0.5215850424700879
0.4,17,6.446179771685579,4.719336066362509,0.6871547807279715,0.5205699916383011
0.4,18,6.422647503989234,4.705894885079477,0.6610711115137126,0.5240639935625175
0.4,19,6.425859275863168,4.7075186021784,0.6791816492019865,0.5235878721247101
0.4,20,6.428162041358833,4.700743051784575,0.6872038956609049,0.5232463576487782
0.4,21,6.448953730110156,4.723991489461174,0.7024142323990389,0.5201572805110561
0.4,22,6.45800255350855,4.741666457291363,0.7315983616140632,0.5188097570373802
0.4,23,6.470538174388932,4.755429248278124,0.7238179874780367,0.5169398683902555
0.4,24,6.494935741563937,4.782962012964679,0.7159606787256049,0.513290184033839
0.4,25,6.510899520225236,4.805126377583053,0.7163536361866693,0.5108946941885975
0.4,26,6.517797376442936,4.807044493581334,0.7019327205362158,0.5098577974560403
0.4,27,6.524271978353057,4.807872636126629,0.7004254760324062,0.5088835260329015
0.4,28,6.550155507307515,4.833906228133729,0.7012138812107246,0.504979015882786
0.4,29,6.562558724058649,4.842195906903671,0.7069471520950363,0.5031025212884221
0.4,30,6.581213339764655,4.8611769691070625,0.7150522823292708,0.5002735618950966
0.4,31,6.581805030439906,4.8720884593157745,0.7032275839451606,0.5001837010289617
0.4,32,6.584774281515185,4.8682464710481925,0.7013295312360324,0.4997326348448451
0.4,33,6.595318839645702,4.882904678949048,0.6797068050382237,0.4981291411673801
0.4,34,6.593885975039006,4.886651420143692,0.6606675842419424,0.4983471851749148
0.4,35,6.595785563555897,4.8886253462502935,0.6534406616298648,0.4980581079320578
0.4,36,6.591070602665056,4.890657823644661,0.6430647850743972,0.49877547221848
0.4,37,6.594340976604545,4.890994031510222,0.6164177630874832,0.4982779511323203
0.4,38,6.597714483759912,4.889060535951155,0.6332457745295434,0.4977644818212168
0.4,39,6.595257262140382,4.889331569063644,0.6339006104799951,0.4981385126055055
